Lead_ID,Business_Name,Category,Address_Locality,Pincode,City,Phone_Contact,Website_Status,Est_Monthly_Revenue,Avg_Ticket_Size,Decision_Maker,Operating_Hours,SahayShakti_Pitch_Strategy,Lead_Priority,Outreach_Status
SST-REAL-ROH-0714,Rama Medicos,Dental & Healthcare Clinics,A-1/2  Bhalswa Dairy,110042,"Rohini, Delhi",+91-80766-33593;+91-98112-13825,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0718,Parnami Orthopaedic Hospital,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.714, Lon: 77.173)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0730,Mohalla Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.742, Lon: 77.165)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0736,Doctor Lal PathLabs,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.715, Lon: 77.177)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0746,Shanti Kumud Hospital,Dental & Healthcare Clinics,A-8  Adarsh Nagar,110033,"Rohini, Delhi",+91-11-4583-1122;+91-11-4580-5566,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0751,Sehgal Nursing Home,Dental & Healthcare Clinics,A6,110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0758,Mittal Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.740, Lon: 77.134)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0759,13 Pharmacy,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.742, Lon: 77.132)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0767,Raj Medicos,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.745, Lon: 77.166)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0784,Bhagwati Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.756, Lon: 77.163)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0794,Navjeevan Charitable Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.754, Lon: 77.161)",110085,"Rohini, Delhi",+91-98111-45788;+91-9999-294549,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo-Su 10:00-13:00, 18:00-21:00","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0807,Perfect 32 Dental Centre,Dental & Healthcare Clinics,B-7 Hanuman Road Adarsh Nagar,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0811,Shiv Clinic,Dental & Healthcare Clinics,N-110/118  Rajasthani Udyog Nagar,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0818,Sunrise Medicose,Dental & Healthcare Clinics,I-27  Mahendra Park,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0835,Chhabra Medicos,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.744, Lon: 77.160)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0871,Surender Medicos,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.747, Lon: 77.160)",110085,"Rohini, Delhi",+91-80538-33443,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0889,Kanhaiya Medicos,Dental & Healthcare Clinics,Gali Number 2 Bhalaswa,110042,"Rohini, Delhi",+91-78384-64020;+91-83-7799-3143,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0902,Chauhan Mediways,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.745, Lon: 77.160)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0909,Medipoint Medicos,Dental & Healthcare Clinics,251  Adarsh Nagar,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0911,Shri Balaji Medicos,Dental & Healthcare Clinics,49;50,110042,"Rohini, Delhi",+91-999922-4688,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0929,Jindal Dental Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.742, Lon: 77.166)",110085,"Rohini, Delhi",+91-98714-68470,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo-Su 09:00-13:30, 17:00-21:00","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0930,Shreya Diagnostic Centre,Dental & Healthcare Clinics,361  Bhalswa Dairy,110085,"Rohini, Delhi",+91-88605-74669,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0931,Navjeevan Medical Center,Dental & Healthcare Clinics,361  Bhalswa Dairy,110085,"Rohini, Delhi",+91-99906-27389;+91-70112-16391,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo-Sa 09:30-13:30, 17:00-20:30; Su 09:30-13:30","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0939,Pahalwan,Dental & Healthcare Clinics,77;789;792  Bhalaswa Dairy,110042,"Rohini, Delhi",+91-93132-91213;+91-92115-60786;+91-99589-28786,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0945,ESIC Hospital,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.727, Lon: 77.127)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0962,Mohalla Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.751, Lon: 77.172)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0981,Kiran Medical Store,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.744, Lon: 77.168)",110085,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0989,Jeevan Care Home Foundation,Dental & Healthcare Clinics,Plot No. 3 Amar Colony Phase 2,110041,"Rohini, Delhi",+91-9910920071,https://www.jeevancarehome.org/,Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",Warm (Needs Modern Revamp),Uncontacted
SST-REAL-ROH-0996,Buzzeye Consulting Private Limited,Dental & Healthcare Clinics,3  Swaroop Nagar,110042,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-0999,Ravi Medicos,Dental & Healthcare Clinics,30 Nanda Road,110033,"Rohini, Delhi",+91-98101-25756,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1000,Sai Clinic,Dental & Healthcare Clinics,18 Rama Road,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1004,Vardhman Medicos,Dental & Healthcare Clinics,18 Rajan Babu Road,110033,"Rohini, Delhi",In-Person Walk-in / Listed in Local Market,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1005,Doctor Nitin Jain,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.718, Lon: 77.172)",110085,"Rohini, Delhi",+91-98996-74340,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1008,Sai Skin Clinic,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.718, Lon: 77.172)",110085,"Rohini, Delhi",+91-11-2767-5619,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo,We,Fr 12:00-16:00; Tu,Th 12:00-14:00, 17:00-19:00; Sa 17:00-21:00","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1024,Asha Clinic,Dental & Healthcare Clinics,30  Rohini,110085,"Rohini, Delhi",+91-98111-64161;+91-98111-65617,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo-Sa 11:00-13:00, 17:00-21:00","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1032,Doctor Mahesh Chandra,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.737, Lon: 77.109)",110085,"Rohini, Delhi",+91-72910-10100;+91-98685-45275,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,10:00 AM - 9:00 PM (Regular Business Hours),"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1033,Jindal Cosmetology and Plastic Surgery,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.109)",110085,"Rohini, Delhi",+91-98997-03838,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,Mo-Sa 17:30-19:30,"SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
SST-REAL-ROH-1034,Jindal Eye Care,Dental & Healthcare Clinics,"Rohini Commercial Hub (Near Lat: 28.736, Lon: 77.109)",110085,"Rohini, Delhi",+91-11-4984-7208,NO OFFICIAL WEBSITE (High Vulnerability),Rs. 6.5 - 15.0 Lakhs/mo,"Rs. 2,000 - 35,000",Doctors / Medical Director,"Mo-Sa 12:00-14:00, 17:30-19:30","SahayShakti SmartClinic Engine: Direct WhatsApp appointment scheduling, patient review showcase, and automated Google Map SEO rank booster.",HOT (Zero Web Presence / High Revenue),Uncontacted
